1;951;145577
2;954;120477
3;776;120477
4;747;120477
5;910;120477
6;755;120477
7;802;120477
8;764;120477
9;1544;120477
10;923;120477
11;817;120477
12;1009;120477
13;778;120477
14;844;120477
15;935;120477
16;848;120477
17;776;120477
18;919;120477
19;828;120477
20;907;120477
21;871;120477
22;803;120477
23;1025;120477
24;966;120477
25;982;120477
26;944;120477
27;716;120477
28;996;120477
29;956;120477
30;988;120477
31;855;120477
32;848;120477
33;1021;120477
34;1007;120477
35;986;120477
36;974;120477
37;900;120477
38;937;120477
39;1202;120477
40;866;120477
41;854;120477
42;956;120477
43;1091;120477
44;893;120477
45;968;120477
46;815;120477
47;946;120477
48;1035;120477
49;755;120477
50;1085;120477
51;861;120477
52;857;120477
53;861;120477
54;704;120477
55;1007;120477
56;967;120477
57;912;120477
58;926;120477
59;951;120477
60;797;120477
61;933;120477
62;1009;120477
63;890;120477
64;940;120477
65;1068;120477
66;828;120477
67;986;120477
68;1061;120477
69;1086;120477
70;836;120477
71;979;120477
72;879;120477
73;908;120477
74;959;120477
75;944;120477
76;792;120477
77;990;120477
78;927;120477
79;790;120477
80;1100;120477
81;1029;120477
82;843;120477
83;1080;120477
84;923;120477
85;886;120477
86;974;120477
87;990;120477
88;1066;120477
89;1014;120477
90;901;120477
91;1081;120477
92;890;120477
93;1088;120477
94;767;120477
95;1173;120477
96;872;120477
97;986;120477
98;1059;120477
99;974;120477
100;970;120477
